date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,respiratory_admissions,AirQuality_Status
2021-01-03,98.0,73.85262924,83.82248468,34.47,21.15,1.37,29.08,27.3,47.3,8.4,5,moderate
2021-01-04,84.5,61.96597779,71.4639161,43.69,23.35,0.64,33.53,34.9,67.1,7.6,11,good
2021-01-04,106.9,61.08418448,51.8582561,34.17,20.2,1.16,30.68,21.6,87.0,4.7,6,poor
2021-01-04,118.5,71.62672682,103.2600194,28.84,18.37,0.65,31.44,23.0,70.6,2.2,8,good
2021-01-04,100.4,44.24065017,57.00585054,34.05,13.41,1.03,25.57,33.6,45.8,2.4,10,moderate
2021-01-05,120.0,37.49667208,75.59963945,54.06,21.32,0.9,36.54,20.6,45.3,8.9,7,good
2021-01-05,114.2,73.03158751,76.12780978,54.36,22.49,1.61,37.12,11.6,67.0,4.8,6,good
2021-01-05,100.5,58.83834809,74.82122407,24.94,21.47,0.6,19.96,36.0,45.8,3.3,14,moderate
2021-01-05,79.7,44.31705771,71.97581587,41.71,26.61,1.5,38.01,18.5,73.6,2.3,16,good
2021-01-06,42.1,48.31744436,77.45186255,42.01,12.73,1.21,28.13,22.0,23.3,8.7,11,poor
2021-01-06,104.7,42.20495359,94.89172797,42.85,21.37,1.25,32.29,22.3,26.3,8.4,14,moderate
2021-01-06,101.7,59.6060881,94.19198959,28.57,11.93,1.58,24.33,16.9,50.2,5.4,10,good
2021-01-06,110.0,42.07059355,76.24281198,39.5,19.02,1.46,24.68,25.5,42.6,4.0,10,hazardous
2021-01-07,141.8,80.26609339,82.05291057,18.97,20.55,1.38,33.79,27.6,87.9,13.9,13,hazardous
2021-01-07,81.5,50.63234317,98.56031318,28.15,27.46,1.01,34.77,23.6,89.6,10.7,15,good
2021-01-07,119.1,68.81783832,92.83894259,34.39,20.12,1.2,44.12,18.8,34.4,0.3,8,hazardous
2021-01-07,129.0,81.76391322,102.377892,34.1,22.69,1.05,36.07,26.7,52.3,2.6,8,moderate
2021-01-08,105.1,71.2047126,84.16983941,56.05,18.73,1.73,30.27,23.0,74.0,0.5,11,good
2021-01-08,119.2,87.10794965,105.4885685,43.31,15.24,1.04,15.96,32.9,58.0,0.8,2,poor
2021-01-08,97.2,73.29286783,74.04407688,33.26,12.87,0.88,38.82,21.2,75.6,11.9,15,hazardous
2021-01-08,105.7,69.29608177,74.59464791,37.49,25.14,0.76,28.02,25.4,34.0,6.6,4,hazardous
2021-01-09,87.8,31.33024663,84.35436402,56.45,13.96,1.19,29.02,23.4,27.6,11.3,9,poor
2021-01-09,122.2,59.06040634,92.6645062,31.42,21.79,1.34,24.79,24.2,37.8,12.9,10,poor
2021-01-09,143.1,34.76011959,76.56652692,31.91,15.78,0.49,37.23,24.3,29.9,9.3,10,moderate
2021-01-09,82.1,60.47237343,32.91034155,50.69,14.26,0.88,46.17,24.0,60.5,12.8,5,poor
2021-01-10,107.2,61.3946887,63.50699319,37.65,28.17,1.07,39.68,22.0,34.5,2.5,6,moderate
2021-01-10,91.8,70.35110515,80.36504922,39.96,18.76,1.12,28.27,24.5,85.4,14.1,11,poor
2021-01-10,79.2,63.64685188,72.24740335,34.54,9.36,1.67,31.94,17.0,48.6,13.4,13,poor
2021-01-10,84.7,44.63957114,101.9696975,29.74,20.31,1.11,13.9,28.4,69.5,10.1,5,poor
2021-01-11,117.4,55.80284486,87.15322733,19.35,20.87,1.35,16.15,19.3,81.8,2.5,9,moderate
2021-01-11,77.1,52.9725583,94.06984296,33.11,24.51,1.16,29.27,28.4,62.5,1.0,15,good
2021-01-11,80.1,76.31565639,104.609201,41.85,16.39,1.43,35.56,22.4,83.6,13.3,15,good
2021-01-11,112.3,55.58636242,41.30071766,45.63,10.74,1.02,14.9,27.4,80.4,12.0,8,moderate
2021-01-12,78.9,80.34875079,77.01277009,38.93,24.09,1.24,35.62,17.4,45.0,5.0,11,moderate
2021-01-12,103.7,45.53193308,81.29011946,52.22,10.87,1.34,26.01,23.4,39.5,9.2,17,moderate
2021-01-12,113.0,70.37427863,90.54961666,37.52,22.2,0.86,30.12,23.9,77.0,13.7,11,poor
2021-01-12,102.2,48.61852113,78.44357128,33.15,19.65,0.79,41.95,33.2,71.3,12.5,7,moderate
2021-01-13,87.5,56.99471133,32.65044693,39.23,17.27,0.82,45.64,20.3,59.7,3.2,9,good
2021-01-13,143.8,67.5894833,98.13088314,36.0,22.28,1.2,32.29,30.8,32.6,14.7,8,good
2021-01-13,117.2,64.09677651,88.9167775,45.7,16.76,0.59,18.89,20.7,59.5,0.2,9,good
2021-01-13,99.3,80.26278496,74.48097097,34.51,19.26,1.04,34.33,38.3,66.2,9.3,12,hazardous
2021-01-14,83.8,49.07591696,81.44504096,41.57,23.86,0.66,40.6,21.4,73.2,1.1,12,moderate
2021-01-14,138.3,63.47763138,87.07541262,53.13,15.06,1.01,20.04,31.1,57.4,8.6,10,good
2021-01-14,95.3,45.02681612,45.55486132,33.24,10.44,0.52,25.83,32.6,56.9,14.7,13,moderate
2021-01-14,95.8,50.19481289,72.76552328,34.06,22.4,0.75,11.18,21.3,53.3,2.6,7,good
2021-01-15,100.8,59.95820834,65.59089859,49.94,18.9,1.62,37.04,21.0,43.0,5.5,9,good
2021-01-15,96.2,77.19045216,60.41399539,33.04,26.35,0.95,29.27,30.9,48.1,10.3,14,hazardous
2021-01-15,83.2,92.47584102,121.1562235,39.98,19.61,1.09,30.46,24.4,32.8,7.4,13,moderate
2021-01-15,97.4,47.90434606,78.74212266,27.2,27.6,0.36,39.42,15.9,23.7,12.1,13,poor
2021-01-16,71.0,52.00364397,88.22715262,37.47,13.22,0.84,26.54,23.1,37.6,13.0,6,good
2021-01-16,104.3,48.33942773,83.2672071,58.64,21.64,1.24,37.04,26.9,64.8,5.8,11,moderate
2021-01-16,62.4,61.1354241,71.0424471,28.76,20.51,1.3,37.3,27.8,87.1,9.9,14,good
2021-01-16,88.0,77.85822892,51.23177666,29.33,31.87,1.2,28.03,17.1,22.9,11.0,10,poor
2021-01-17,89.0,70.28384619,93.16286072,31.71,20.72,0.55,37.61,33.1,31.8,5.0,9,good
2021-01-17,94.0,54.83904065,88.20766554,35.8,21.02,0.94,12.24,21.4,55.9,2.8,8,moderate
2021-01-17,117.4,83.38183777,106.2814996,33.29,24.36,1.36,30.25,26.4,53.1,12.7,10,good
2021-01-17,57.5,63.18861046,69.69658202,27.41,16.59,0.46,34.64,35.0,63.3,0.7,12,moderate
2021-01-18,99.0,54.38198774,104.2933356,40.22,14.06,0.67,29.75,21.3,60.4,6.7,8,moderate
2021-01-18,101.9,57.87527121,72.09432904,45.92,20.09,1.03,14.71,29.1,66.8,5.6,8,moderate
2021-01-18,109.9,37.04307885,61.02502609,40.89,19.17,0.97,31.32,22.3,21.5,14.4,5,poor
2021-01-18,89.5,75.40479395,77.46962206,29.95,18.19,0.66,23.03,31.3,36.8,11.7,8,moderate
2021-01-19,103.0,84.44463197,101.2251252,37.19,33.4,1.46,26.87,21.1,77.0,8.5,16,hazardous
2021-01-19,103.2,77.49555819,111.8592819,36.19,28.91,1.1,24.7,33.0,83.9,2.3,2,poor
2021-01-19,152.4,45.30111638,77.1026649,34.09,17.56,1.28,21.26,25.1,37.1,0.7,14,moderate
2021-01-19,84.8,76.58850637,88.78905381,32.77,18.02,1.27,31.12,25.9,32.0,14.7,12,poor
2021-01-20,77.8,30.63992116,88.11648173,43.29,20.91,0.77,31.05,24.5,84.6,0.6,7,moderate
2021-01-20,103.0,51.54078768,105.3592097,43.67,19.62,1.26,20.4,27.5,88.7,1.3,15,moderate
2021-01-20,79.4,67.96463493,109.3042101,37.93,18.16,1.1,25.29,23.9,68.8,12.5,11,hazardous
2021-01-20,107.3,54.40986624,71.33220867,41.23,16.98,1.46,26.57,23.2,27.9,6.8,9,good
2021-01-21,125.3,27.3268302,62.1691302,52.7,19.85,0.92,23.27,22.0,35.3,7.6,10,moderate
2021-01-21,106.8,47.75674133,79.51202866,32.04,18.36,0.54,30.66,27.0,40.4,12.3,10,moderate
2021-01-21,148.1,56.35951878,115.063896,44.45,28.72,1.25,29.31,17.4,52.5,12.6,9,poor
2021-01-21,129.3,49.97785428,80.32748484,34.63,18.94,0.85,42.41,22.7,59.0,14.1,15,hazardous
2021-01-22,82.7,52.05799555,81.39408539,52.95,27.32,1.08,43.94,25.6,42.1,8.4,11,moderate
2021-01-22,119.9,62.90069178,60.26114527,44.69,21.25,1.09,36.16,23.6,56.9,12.2,13,poor
2021-01-22,98.8,31.64984743,72.69694774,44.34,19.69,0.85,30.33,26.3,60.6,0.4,12,poor
2021-01-22,137.5,61.17214594,51.55540701,57.46,12.97,1.24,28.96,31.9,83.2,5.7,12,poor
2021-01-23,105.6,39.77734432,34.88417338,52.16,23.4,0.68,42.29,21.4,50.5,7.9,9,good
2021-01-23,119.0,72.92454187,96.85027793,50.27,17.27,1.03,23.57,22.4,32.5,2.2,8,good
2021-01-23,119.4,51.57236851,66.98686757,37.18,20.74,1.14,29.91,23.3,22.1,13.3,9,good
2021-01-23,104.0,53.17807924,63.19014029,32.47,11.73,0.82,20.55,25.2,69.4,1.9,15,good
2021-01-24,88.5,62.08590598,95.09917532,48.08,19.51,1.23,31.32,28.7,77.3,7.4,12,poor
2021-01-24,108.5,67.1904143,73.46704874,33.69,25.69,1.22,29.71,28.3,62.9,0.2,7,poor
2021-01-24,121.0,44.40290203,93.74476901,28.77,22.41,0.76,29.47,20.3,48.8,12.7,8,good
2021-01-24,135.2,60.23523355,88.62019384,32.81,14.21,0.95,25.51,27.0,24.1,7.9,9,hazardous
2021-01-25,107.4,88.50402636,83.47894417,38.69,19.68,1.42,28.85,35.3,81.8,11.2,13,good
2021-01-25,82.0,36.34505277,41.16282681,38.8,26.14,0.81,31.27,30.4,55.1,1.1,10,good
2021-01-25,87.1,20.62774415,120.0485494,31.36,15.44,1.52,34.42,29.8,62.9,1.0,10,moderate
2021-01-25,122.1,50.88530482,71.28420541,65.03,21.57,1.28,42.55,32.8,71.5,11.0,11,good
2021-01-26,135.5,98.23514563,73.84857166,46.93,18.97,1.07,34.55,30.2,70.8,2.4,7,moderate
2021-01-26,123.7,57.94033551,63.17100972,35.16,14.74,0.64,26.65,28.0,29.2,6.2,8,moderate
2021-01-26,107.8,75.34584833,67.63649916,44.61,3.35,1.13,21.64,20.6,42.2,5.1,14,moderate
2021-01-26,109.8,47.95763334,79.92391733,55.14,31.01,1.19,39.4,31.1,25.5,7.8,14,hazardous
2021-01-27,98.9,84.65312264,47.61653887,35.64,21.24,1.04,24.53,27.0,65.0,11.4,13,poor
2021-01-27,76.1,67.96539142,87.20452074,37.95,27.42,1.02,3.32,27.6,20.8,0.5,9,poor
2021-01-27,73.6,58.89040705,48.19716339,37.82,26.68,1.25,17.15,13.7,71.4,0.3,6,poor
2021-01-27,112.8,74.36687422,70.44320299,46.99,15.39,1.2,20.1,28.5,65.7,13.3,11,good
2021-01-28,77.1,63.11405027,79.10786936,23.92,19.88,0.68,28.79,22.6,77.8,5.3,9,moderate
2021-01-28,124.5,65.86691815,92.59479029,44.64,18.5,1.06,22.58,25.2,62.5,7.3,13,moderate
2021-01-28,118.4,62.23315206,90.82642588,36.14,16.62,0.73,24.83,26.2,77.2,9.9,10,good
2021-01-28,136.6,58.86501594,66.70697805,39.69,16.12,0.89,29.39,22.0,82.4,10.9,8,poor
2021-01-29,132.7,64.6151498,106.8436026,37.2,21.75,1.25,24.28,25.0,82.3,9.5,7,moderate
2021-01-29,123.6,89.58813265,61.94382146,41.7,16.52,1.01,23.92,19.9,31.4,7.3,10,good
2021-01-29,121.9,77.51264734,74.68159852,45.55,15.08,0.88,19.55,28.3,60.9,9.6,13,poor
2021-01-29,120.0,77.72351575,59.98741255,31.86,19.24,1.13,18.7,29.0,71.7,9.5,7,hazardous
2021-01-30,90.6,39.21018086,96.18529396,47.02,19.2,0.81,36.96,25.7,70.8,6.9,11,good
2021-01-30,77.1,43.56720917,41.31824509,38.73,7.65,1.01,19.29,28.1,60.6,9.5,7,hazardous
2021-01-30,86.6,95.15481079,62.89809051,32.3,21.28,1.2,33.2,15.2,29.9,3.2,12,hazardous
2021-01-30,87.5,49.14052904,91.13749445,50.83,21.58,1.6,40.93,28.5,56.8,14.5,3,hazardous
2021-01-31,127.8,73.06119967,55.87955257,43.2,15.05,0.94,27.69,26.1,44.3,2.2,9,hazardous
2021-01-31,65.7,67.58383863,82.33660348,46.37,28.92,1.5,36.03,14.9,51.2,2.9,7,good
2021-01-31,73.6,50.33489599,117.2809706,33.94,25.86,0.76,13.26,26.0,32.7,7.1,9,good
2021-01-31,106.1,46.78868866,80.46161318,44.73,25.27,1.4,31.11,25.8,41.9,2.8,13,good
2021-02-01,127.1,82.33669662,54.28817998,35.25,19.17,0.96,34.06,14.8,72.8,5.4,13,poor
2021-02-01,84.9,86.98087528,92.49807189,12.78,17.53,1.34,24.32,33.0,31.4,4.3,16,moderate
2021-02-01,95.9,18.91289691,37.17138239,30.57,17.62,1.06,40.96,24.8,39.6,6.3,13,hazardous
2021-02-01,95.0,74.23219645,62.28058532,26.85,17.93,1.16,30.12,25.3,64.7,2.2,7,good
2021-02-02,84.0,77.79218211,66.00798383,36.92,15.28,1.03,39.97,22.8,56.7,13.6,14,good
2021-02-02,98.7,48.97198448,83.8689715,41.66,13.34,1.43,25.0,24.0,44.2,13.7,10,hazardous
2021-02-02,105.8,61.96035037,22.99939781,49.95,20.56,0.91,13.37,26.1,54.7,14.3,8,good
2021-02-02,97.7,94.07174618,97.60131926,34.67,13.36,0.72,24.37,35.9,70.0,2.7,8,poor
2021-02-03,106.6,84.84312378,106.1973034,28.5,24.71,1.44,31.23,22.5,57.8,2.8,17,poor
2021-02-03,98.7,83.1048597,75.81248773,30.32,20.83,1.3,34.0,21.2,75.3,13.5,9,good
2021-02-03,105.2,57.8771137,90.89164802,34.66,20.23,1.2,27.52,24.6,28.1,10.4,8,moderate
2021-02-03,124.8,53.93403865,51.32388352,46.4,17.49,0.79,37.08,28.1,21.9,11.0,10,moderate
2021-02-04,124.7,51.70234132,109.0965235,45.64,13.32,1.33,21.08,24.5,50.2,14.9,14,hazardous
2021-02-04,68.1,67.37144179,86.60227581,47.15,23.79,1.04,17.76,25.6,32.5,3.0,13,good
2021-02-04,97.3,52.86306834,121.0838768,38.5,26.4,1.27,38.92,27.2,26.1,8.8,8,good
2021-02-04,106.4,56.35408202,78.5130934,43.24,19.88,1.04,17.73,28.2,33.7,2.6,8,poor
2021-02-05,88.0,68.54640536,63.71978661,36.07,23.45,1.23,16.12,26.8,53.0,9.3,14,poor
2021-02-05,108.4,60.03431904,76.30897116,29.64,26.08,0.65,16.07,18.7,86.7,7.2,10,good
2021-02-05,116.2,47.60832012,82.95641478,26.63,27.71,1.27,41.28,22.1,74.7,4.8,5,good
2021-02-05,90.9,56.1907244,47.27193962,28.38,16.7,0.99,17.34,18.6,34.3,8.3,10,moderate
2021-02-06,132.3,76.0554774,91.84659094,31.45,22.19,0.68,35.37,29.6,82.8,1.4,7,hazardous
2021-02-06,99.1,48.69206829,118.7172205,63.33,26.11,1.09,25.61,22.0,26.2,5.2,16,poor
2021-02-06,100.1,62.93222597,72.68645835,24.13,19.0,0.6,19.79,25.7,85.4,4.2,10,moderate
2021-02-06,115.9,49.6947885,51.67462281,39.88,15.72,1.04,35.75,30.6,30.9,6.5,11,good
2021-02-07,101.2,65.73980327,82.71711803,52.96,20.31,1.1,35.0,30.5,66.4,3.6,11,moderate
2021-02-07,65.0,39.74166053,67.14447234,36.72,20.56,0.69,19.32,27.4,32.0,1.3,6,hazardous
2021-02-07,100.9,58.51732198,90.08541496,37.93,23.42,1.55,29.73,30.0,43.9,9.9,11,good
2021-02-07,109.1,79.07838633,81.9862763,37.26,19.99,0.37,14.55,18.5,22.3,13.4,8,moderate
2021-02-08,126.1,58.86192824,70.8224631,39.5,23.37,0.82,40.08,25.8,78.2,15.0,10,good
2021-02-08,117.0,76.87398818,78.07998677,40.13,10.6,0.32,30.02,25.5,49.6,0.5,8,poor
2021-02-08,95.1,58.3378116,72.19182523,29.48,19.24,0.67,22.19,28.2,59.3,1.5,6,good
2021-02-08,91.0,66.53963084,90.42898798,46.24,8.63,1.09,35.4,21.8,64.0,8.1,9,hazardous
2021-02-09,119.3,54.1763542,90.32288079,35.24,22.41,1.02,15.6,21.8,75.3,9.2,10,moderate
2021-02-09,55.1,33.85842039,76.03880474,48.67,11.02,0.52,21.65,29.5,28.8,10.9,10,hazardous
2021-02-09,112.5,22.01630872,106.7393815,58.05,20.52,1.14,6.19,25.9,20.8,6.4,8,poor
2021-02-09,66.8,34.72998634,59.64830446,54.72,27.58,1.18,35.79,21.5,62.8,11.3,6,poor
2021-02-10,120.7,62.86374786,97.20365277,41.78,23.59,1.73,29.06,29.1,62.3,9.3,10,good
2021-02-10,123.8,59.16119327,66.94943414,28.07,17.93,0.83,26.11,27.4,37.2,5.1,9,poor
2021-02-10,78.6,70.23104235,78.35492601,28.02,24.3,0.97,40.58,26.1,69.8,10.1,9,moderate
2021-02-10,87.9,66.14157796,71.27473936,23.63,20.81,0.82,39.19,32.3,67.2,3.5,11,poor
2021-02-11,122.5,59.45504088,96.20520089,32.05,21.45,0.9,13.8,26.0,53.6,8.8,4,moderate
2021-02-11,75.4,65.06936292,67.77645696,21.67,15.74,0.95,33.42,29.5,56.7,12.1,9,moderate
2021-02-11,97.2,61.89266855,86.12901726,35.73,15.84,1.01,31.05,19.8,62.2,6.2,6,good
2021-02-11,104.2,55.84992342,100.9623352,65.23,24.31,0.83,43.48,24.1,34.5,9.1,11,good
2021-02-12,102.4,56.66287655,71.24525355,36.11,15.82,0.96,17.46,31.4,70.1,12.3,10,good
2021-02-12,78.2,62.20402948,56.89096412,32.89,23.33,1.14,37.63,21.2,59.8,7.6,11,moderate
2021-02-12,111.9,73.3695553,69.44011956,50.18,23.05,1.15,30.9,25.8,48.4,8.8,8,moderate
2021-02-12,124.0,61.70091588,58.62958492,34.1,11.91,0.64,28.19,26.0,55.6,13.7,14,poor
2021-02-13,110.3,90.70293294,83.63979765,53.56,10.67,1.31,30.81,22.8,83.3,10.9,12,moderate
2021-02-13,91.8,52.16802645,94.50162089,45.95,23.37,0.83,25.26,24.7,62.1,3.9,5,good
2021-02-13,114.0,60.06344788,107.0613832,27.04,19.28,0.91,49.13,19.0,33.8,5.8,11,poor
2021-02-13,90.2,66.88491003,86.90828363,38.8,22.25,1.22,30.87,23.5,41.4,14.3,12,good
2021-02-14,94.0,69.28329447,15.57967288,38.21,20.17,0.66,38.7,20.5,63.0,14.8,9,good
2021-02-14,62.5,57.17696342,72.31636669,21.44,26.65,1.0,17.93,20.9,85.2,0.1,14,good
2021-02-14,114.2,49.87598972,88.78972096,39.65,27.95,1.0,38.74,30.1,30.3,8.1,10,poor
2021-02-14,77.9,106.1529056,110.5362533,52.99,15.36,0.71,32.77,28.1,87.7,3.4,8,hazardous
2021-02-15,77.5,53.95386016,78.03380305,30.93,16.4,1.23,34.8,25.6,38.3,13.2,6,moderate
2021-02-15,127.5,84.57539598,87.9119767,47.53,25.45,0.98,22.55,21.4,89.6,1.0,8,moderate
2021-02-15,95.7,80.4017385,118.0511641,42.82,20.96,0.8,30.55,27.8,35.6,8.2,15,good
2021-02-15,112.4,58.4461972,64.75733103,44.86,29.44,0.94,26.68,20.2,36.0,4.8,13,good
2021-02-16,87.3,56.79187249,131.7195035,28.94,21.66,0.62,34.08,29.2,49.4,12.6,11,good
2021-02-16,97.0,65.71964418,80.68543628,33.85,19.43,0.73,20.42,15.5,45.6,8.7,9,good
2021-02-16,69.3,89.87329953,43.92499032,45.59,21.21,0.87,38.79,33.2,89.7,12.4,3,moderate
2021-02-16,93.8,41.3318625,137.3042405,46.89,27.3,0.38,42.31,27.4,35.0,1.1,16,hazardous
2021-02-17,76.2,74.55474303,88.3810147,41.02,22.53,0.99,32.84,26.0,87.2,8.0,12,good
2021-02-17,115.6,63.49302131,61.96014701,46.1,18.96,1.41,29.0,25.5,24.0,1.1,11,hazardous
2021-02-17,102.5,64.67479284,46.38259082,31.75,20.08,0.92,51.65,30.6,58.7,14.8,6,poor
2021-02-17,125.6,47.51908043,86.62941793,35.95,23.02,1.06,19.07,19.8,30.9,8.0,9,poor
2021-02-18,126.2,50.87990786,136.4844085,54.19,20.65,0.33,29.88,30.1,66.1,8.4,4,poor
2021-02-18,96.5,37.21633762,86.19453558,42.26,17.0,1.4,38.5,25.6,42.9,10.4,11,good
2021-02-18,106.6,51.74827076,87.29122955,27.76,27.56,0.76,26.69,19.6,70.4,1.0,3,poor
2021-02-18,87.5,66.2813994,92.26531089,34.56,9.33,0.21,25.94,34.2,42.3,12.1,13,poor
2021-02-19,100.3,20.53904795,89.51503984,51.18,22.15,0.92,34.71,19.3,81.4,11.1,14,poor
2021-02-19,85.0,57.79461865,66.39653047,31.07,19.23,1.36,22.6,20.5,70.8,8.5,10,moderate
2021-02-19,96.3,63.30875307,102.7555356,29.22,30.5,0.95,27.81,29.9,65.1,12.8,9,poor
2021-02-19,127.9,44.7828041,72.91587223,20.5,18.79,0.92,42.63,31.2,58.4,13.8,11,moderate
2021-02-20,131.0,72.61101723,54.31225928,57.34,17.3,0.75,43.74,25.7,67.8,5.3,11,good
2021-02-20,88.8,39.89891893,68.15069089,46.67,8.43,0.65,24.73,28.7,27.8,13.7,8,good
2021-02-20,78.1,65.82563594,91.79278463,28.31,21.75,1.53,30.6,32.3,80.5,0.5,11,good
2021-02-20,87.9,40.93572418,51.57300109,31.96,17.12,1.02,26.42,21.3,42.2,6.6,20,good
2021-02-21,102.3,63.11703761,109.517583,43.84,20.87,0.9,35.11,32.7,35.9,8.1,9,moderate
2021-02-21,95.8,66.48325036,86.5414475,49.84,20.1,0.73,36.51,22.1,45.5,0.2,7,good
2021-02-21,71.2,58.57763653,26.96343874,38.5,24.5,1.43,32.19,21.5,32.5,0.3,11,poor
2021-02-21,55.9,54.32130385,115.0458382,42.26,15.33,1.07,27.77,29.2,27.7,5.4,14,good
2021-02-22,66.3,49.77929647,68.35877332,26.61,21.51,1.41,28.41,19.7,32.5,1.6,4,moderate
2021-02-22,123.6,40.61061979,89.82891022,41.08,26.42,0.91,52.78,33.0,35.1,9.7,8,good
2021-02-22,117.9,73.48003741,29.82085643,27.19,18.72,0.53,33.39,23.5,63.9,6.8,18,good
2021-02-22,131.9,52.27825988,107.3277882,22.68,17.1,0.83,18.14,26.3,83.0,0.5,13,good
2021-02-23,125.5,60.5654486,64.6246718,32.51,27.56,1.07,14.26,31.1,84.1,9.8,12,good
2021-02-23,83.9,74.51739036,87.98088281,31.14,17.44,1.06,21.98,22.3,43.2,8.7,9,moderate
2021-02-23,101.4,52.01747155,75.41837938,37.5,19.15,0.89,26.26,13.5,66.6,9.7,12,good
2021-02-23,83.1,63.65295306,65.24526591,36.07,17.71,0.67,31.26,20.9,30.6,14.9,12,moderate
2021-02-24,113.0,69.89297204,70.81936654,46.63,31.04,0.69,29.41,22.6,51.7,5.5,9,poor
2021-02-24,119.3,74.90673322,53.59845625,31.49,14.23,0.71,30.01,34.8,86.6,12.7,12,good
2021-02-24,141.2,50.8896835,57.25934234,42.92,15.23,1.22,24.2,26.2,33.0,10.1,13,moderate
2021-02-24,80.2,59.09394406,93.73135494,40.34,23.96,0.98,30.57,14.9,26.7,14.7,12,poor
2021-02-25,135.1,58.84168432,63.56370343,42.8,12.3,0.91,28.86,8.9,66.3,10.2,17,good
2021-02-25,77.2,86.497677,91.6344673,66.02,20.63,0.76,32.8,19.7,63.8,11.6,9,hazardous
2021-02-25,56.9,76.91670376,94.82147561,31.45,21.26,1.35,22.77,18.2,65.7,5.0,11,poor
2021-02-25,132.3,80.60871578,75.22494796,32.71,15.6,0.82,35.53,26.4,67.8,14.3,9,poor
2021-02-26,87.2,61.29166302,62.46605829,35.43,15.47,0.85,25.69,22.8,47.0,4.4,19,good
2021-02-26,96.0,75.57909104,84.37436532,44.78,24.99,1.22,25.44,21.0,62.6,13.6,13,hazardous
2021-02-26,75.3,47.21419851,105.7116447,35.18,23.82,0.77,40.83,35.6,20.5,12.9,8,moderate
2021-02-26,95.0,66.38765488,106.0518079,42.92,13.89,1.42,41.03,29.0,54.5,1.6,7,good
2021-02-27,73.5,48.79615072,93.20919905,25.92,26.53,1.27,42.12,29.5,57.2,2.2,5,good
2021-02-27,88.2,67.13048416,78.85877417,42.43,29.86,0.99,41.8,24.4,37.7,10.2,9,good
2021-02-27,99.9,61.39737507,76.66370519,30.83,20.22,1.6,26.17,21.3,49.1,4.2,12,good
2021-02-27,119.4,66.27308634,82.75323882,41.15,24.32,0.75,27.07,30.6,47.1,2.9,8,good
2021-02-28,112.0,52.33516245,79.76005311,36.33,14.81,1.02,26.4,20.8,63.0,14.5,14,good
2021-02-28,99.5,69.48681325,82.83191573,48.66,26.91,1.05,27.64,23.7,20.7,3.0,7,moderate
2021-02-28,112.9,33.35982369,68.98825866,48.69,18.4,1.05,31.0,24.8,41.0,9.5,13,good
2021-02-28,132.8,74.85249358,72.29013518,40.77,11.51,1.36,29.0,26.7,65.7,4.9,9,good
2021-03-01,120.2,56.74303388,38.57245641,50.56,23.92,0.77,46.57,25.7,23.7,5.6,7,poor
2021-03-01,105.6,52.88732737,89.50517209,50.81,13.28,1.57,22.1,24.6,70.0,1.1,9,moderate
2021-03-01,127.4,75.95911481,90.19378462,40.23,16.96,0.77,30.77,25.4,86.3,6.1,7,good
2021-03-01,113.4,21.69675606,60.43953953,40.32,27.38,0.75,26.17,22.1,38.2,9.3,12,moderate
2021-03-02,83.8,48.42342064,103.4132326,31.62,24.27,0.43,27.45,24.5,52.9,0.7,15,good
2021-03-02,80.7,63.78853269,63.71203625,30.22,16.42,1.13,30.32,25.4,55.6,11.4,10,hazardous
2021-03-02,86.2,67.89805026,103.3548385,29.03,13.67,0.8,16.07,14.9,40.5,11.2,7,moderate
2021-03-02,85.3,57.47422616,50.05535211,36.51,16.89,1.06,30.05,29.3,46.5,13.2,7,moderate
2021-03-03,108.5,84.14280999,46.89550576,31.55,16.68,0.99,20.55,21.1,89.6,9.2,13,good
2021-03-03,145.0,52.83883941,64.49910074,33.77,29.43,1.21,25.82,31.4,52.3,13.0,16,poor
2021-03-03,101.6,55.10981256,94.53023245,49.03,27.68,1.28,31.03,34.0,51.0,1.6,15,hazardous
2021-03-03,113.7,80.76798071,110.0168606,33.88,20.43,1.0,24.78,21.1,59.3,1.9,8,poor
2021-03-04,90.5,63.41243814,91.69048104,53.16,17.09,0.91,28.26,19.3,71.4,0.5,12,hazardous
2021-03-04,121.2,66.66297491,107.0560107,20.21,18.8,0.95,28.9,27.2,86.4,2.9,10,hazardous
2021-03-04,119.6,50.25259672,62.91013075,45.03,12.28,1.05,17.62,26.1,38.7,11.2,9,good
2021-03-04,109.1,65.85549292,93.87412225,42.17,26.49,1.19,13.2,18.3,80.5,3.8,10,hazardous
2021-03-05,93.5,61.26252345,71.93868264,52.12,25.76,0.79,20.32,24.4,23.4,9.7,6,poor
2021-03-05,99.7,69.53951626,74.63721722,46.47,17.69,1.28,27.27,27.5,56.3,11.1,5,hazardous
2021-03-05,129.1,57.6914216,111.6898875,49.08,23.07,1.82,35.22,31.3,44.4,4.8,3,good
2021-03-05,64.8,76.51984437,70.66851858,60.27,18.63,1.36,28.56,23.8,65.8,8.4,14,moderate
2021-03-06,114.1,55.19422411,64.19965806,36.86,29.14,0.79,27.68,22.6,64.5,4.5,12,good
2021-03-06,50.0,60.19242965,85.44473451,25.07,19.59,0.89,23.37,30.7,26.1,11.5,16,moderate
2021-03-06,110.9,47.66885982,83.33275791,40.83,23.53,1.11,35.82,30.3,76.3,10.7,13,poor
